kind,id,key,text,status,existing_size,generated_size
phrase,156,0001_bonan_matenon,Bonan matenon,ok,70604,70604
phrase,157,0002_saluton,Saluton!,ok,50684,50684
phrase,158,0003_gxis,Ĝis!,ok,35564,35564
phrase,159,0004_kiel_vi_fartas,Kiel vi fartas?,ok,85484,85484
phrase,160,0005_mi_fartas_bone_dankon,"Mi fartas bone, dankon",ok,113804,113804
phrase,161,0006_estas_bone_vidi_vin,Estas bone vidi vin!,ok,86924,86924
phrase,162,0007_bonan_tagon,Bonan tagon,ok,64124,64124
phrase,163,0008_bonan_vesperon,Bonan vesperon,ok,74444,74444
phrase,164,0009_bonan_nokton,Bonan nokton,ok,65804,65804
phrase,165,0010_gxis_revido,Ĝis revido!,ok,60524,60524
phrase,166,0011_gxis_morgaux,Ĝis morgaŭ!,ok,55004,55004
phrase,167,0012_bone_dankon_kaj_vi,"Bone, dankon, kaj vi?",ok,104444,104444
phrase,168,0013_ne_tre_bone,Ne tre bone,ok,57164,57164
phrase,169,0014_tiel_tiel,Tiel-tiel,ok,59804,59804
phrase,170,0015_kio_nova,Kio nova?,ok,53324,53324
phrase,171,0016_nenio_nova,Nenio nova,ok,62684,62684
phrase,172,0017_kiel_iras_la_laboro,Kiel iras la laboro?,ok,100364,100364
phrase,173,0018_ne_tro_malbone_dankon,"Ne tro malbone, dankon",ok,108764,108764
phrase,174,0019_mi_gxojas_revidi_vin,Mi ĝojas revidi vin,ok,91724,91724
phrase,175,0020_mi_devas_iri,Mi devas iri,ok,60524,60524
phrase,176,0021_gxis_revido,Ĝis revido!,ok,60524,60524
phrase,177,0022_mi_revenos,Mi revenos,ok,61724,61724
phrase,178,0023_salutu_lukason_de_mi,Salutu Lukason de mi,ok,99884,99884
phrase,179,0024_estis_agrable_paroli_kun_vi,Estis agrable paroli kun vi,ok,119084,119084
phrase,180,0025_bonvenon,Bonvenon!,ok,53564,53564
phrase,181,0026_gxis_baldaux,Ĝis baldaŭ!,ok,56924,56924
phrase,182,0027_mi_tuj_revenos,Mi tuj revenos!,ok,74924,74924
phrase,183,0028_cxiuokaze_mi_parolos_kun_vi_poste,"Ĉiuokaze, mi parolos kun vi poste",ok,175724,175724
phrase,184,0029_estis_agrable_konatigxi_kun_vi,Estis agrable konatiĝi kun vi,ok,127244,127244
phrase,185,0030_estis_bone_vidi_vin,Estis bone vidi vin,ok,87164,87164
phrase,186,0031_mi_antauxgxojas_revidi_vin,Mi antaŭĝojas revidi vin,ok,115244,115244
phrase,187,0032_ni_revidigxos_post_tri_semajnoj,Ni revidiĝos post tri semajnoj,ok,135404,135404
phrase,188,0033_kiel_vi_progresas_en_via_nova_laboro,Kiel vi progresas en via nova laboro?,ok,161804,161804
phrase,189,0034_bonvolu_transdoni_miajn_korajn_salutojn_al_via_patro,Bonvolu transdoni miajn korajn salutojn al via patro,ok,215324,215324
phrase,190,0035_delonge_ni_ne_vidigxis,Delonge ni ne vidiĝis,ok,100364,100364
phrase,191,0036_bonsxancon,Bonŝancon!,ok,62924,62924
phrase,192,0037_ankaux_al_vi,Ankaŭ al vi!,ok,51404,51404
phrase,193,0038_amuzigxu,Amuziĝu!,ok,54764,54764
phrase,194,0039_zorgu_pri_vi,Zorgu pri vi!,ok,61244,61244
phrase,195,0040_bonan_tagon,Bonan tagon!,ok,64124,64124
phrase,196,0041_dankon_ankaux_al_vi,"Dankon, ankaŭ al vi!",ok,89324,89324
phrase,197,0042_cxion_plej_bonan,Ĉion plej bonan!,ok,84284,84284
phrase,198,0043_sanon,Sanon!,ok,46844,46844
phrase,199,0044_resanigxu_baldaux,Resaniĝu baldaŭ!,ok,85004,85004
phrase,200,0045_je_via_sano,Je via sano!,ok,62684,62684
phrase,201,0046_dormu_bone,Dormu bone!,ok,58364,58364
phrase,202,0047_mi_gxojas_auxdi_tion,Mi ĝojas aŭdi tion,ok,91964,91964
phrase,203,0048_bonan_vojagxon,Bonan vojaĝon!,ok,70604,70604
phrase,204,0049_bonan_amuzon,Bonan amuzon!,ok,67964,67964
phrase,205,0050_agrablan_nokton,Agrablan nokton!,ok,81884,81884
phrase,206,0051_bonan_semajnfinon,Bonan semajnfinon!,ok,93404,93404
phrase,207,0052_mi_deziras_al_vi_sanon,Mi deziras al vi sanon,ok,103484,103484
phrase,208,0053_mi_deziras_al_vi_felicxon,Mi deziras al vi feliĉon,ok,107804,107804
phrase,209,0054_ke_cxiuj_viaj_deziroj_plenumigxu,Ke ĉiuj viaj deziroj plenumiĝu!,ok,143564,143564
phrase,210,0055_ni_tostu_por_vi,Ni tostu por vi!,ok,67244,67244
phrase,211,0056_bonan_nokton_kaj_dolcxajn_songxojn,Bonan nokton kaj dolĉajn sonĝojn!,ok,139724,139724
phrase,212,0057_mi_esperas_ke_cxiuj_viaj_revoj_realigxos,"Mi esperas, ke ĉiuj viaj revoj realiĝos",ok,192284,192284
phrase,213,0058_mi_deziras_al_vi_longan_kaj_felicxan_vivon,Mi deziras al vi longan kaj feliĉan vivon!,ok,165644,165644
phrase,214,0059_mi_deziras_al_vi_sukceson_en_cxio_kion_vi_faras,"Mi deziras al vi sukceson en ĉio, kion vi faras",ok,228044,228044
phrase,215,0060_mi_deziras_al_vi_felicxon_en_via_speciala_tago,Mi deziras al vi feliĉon en via speciala tago,ok,197084,197084
phrase,216,0061_mi_sxatus_proponi_toston_por_mia_filo,Mi ŝatus proponi toston por mia filo,ok,160604,160604
phrase,217,0062_kun_via_permeso_mi_volus_diri_kelkajn_vortojn,"Kun via permeso, mi volus diri kelkajn vortojn",ok,209804,209804
phrase,218,0063_bonsxancon_por_via_unua_tago_en_la_lernejo,Bonŝancon por via unua tago en la lernejo!,ok,184364,184364
phrase,219,0064_bonsxancon_en_via_nova_laboro,Bonŝancon en via nova laboro!,ok,134444,134444
phrase,220,0065_mi_esperas_ke_vi_baldaux_fartos_pli_bone,"Mi esperas, ke vi baldaŭ fartos pli bone",ok,187004,187004
phrase,221,0066_bonan_vojagxon_hejmen,Bonan vojaĝon hejmen!,ok,103244,103244
phrase,222,0067_dankon,Dankon,ok,45164,45164
phrase,223,0068_nedankinde,Nedankinde,ok,60764,60764
phrase,224,0069_ne_dankon,"Ne, dankon",ok,62444,62444
phrase,225,0070_mi_gxojas_helpi,Mi ĝojas helpi,ok,80684,80684
phrase,226,0071_multan_dankon,Multan dankon,ok,71324,71324
phrase,227,0072_nedankinde,Nedankinde,ok,60764,60764
phrase,228,0073_tio_estas_tre_afabla_de_vi,Tio estas tre afabla de vi,ok,111644,111644
phrase,229,0074_dankon_ke_vi_venis,"Dankon, ke vi venis",ok,102764,102764
phrase,230,0075_dankon_pro_via_gastamo,Dankon pro via gastamo,ok,109964,109964
phrase,231,0076_dankon_pro_via_donaco,Dankon pro via donaco,ok,106124,106124
phrase,232,0077_dankon_ke_vi_tiel_diris,"Dankon, ke vi tiel diris",ok,119804,119804
phrase,233,0078_ne_gxenu_vin,Ne ĝenu vin,ok,59324,59324
phrase,234,0079_mi_fartas_bone_dankon,"Mi fartas bone, dankon",ok,113804,113804
phrase,235,0080_dankon_pro_via_helpo,Dankon pro via helpo,ok,99884,99884
phrase,236,0081_tute_nenio,Tute nenio,ok,65324,65324
phrase,237,0082_dankon_pro_cxio,Dankon pro ĉio,ok,76604,76604
phrase,238,0083_dankon_pro_via_komplimento,Dankon pro via komplimento,ok,127004,127004
phrase,239,0084_mi_estos_eterne_dankema_al_vi,Mi estos eterne dankema al vi,ok,124844,124844
phrase,240,0085_tio_estis_la_plej_malmulto_kion_mi_povis_fari,"Tio estis la plej malmulto, kion mi povis fari",ok,211484,211484
phrase,241,0086_estas_plezuro,Estas plezuro,ok,71804,71804
phrase,242,0087_mi_ne_povas_suficxe_danki_vin,Mi ne povas sufiĉe danki vin,ok,129164,129164
phrase,243,0088_kontrauxe_estas_mi_kiu_devus_danki_vin,"Kontraŭe: estas mi, kiu devus danki vin!",ok,187724,187724
phrase,244,0089_mi_dankas_pro_via_tempo,Mi dankas pro via tempo,ok,109484,109484
phrase,245,0090_vi_estas_tre_malavara,Vi estas tre malavara,ok,99884,99884
phrase,246,0091_dankon_mi_pasigis_bonegan_vesperon,"Dankon, mi pasigis bonegan vesperon",ok,174284,174284
phrase,247,0092_mi_sxatus_diri_kiel_dankema_mi_estas_al_vi,"Mi ŝatus diri, kiel dankema mi estas al vi",ok,187244,187244
phrase,248,0093_mi_estas_tre_dankema_al_vi,Mi estas tre dankema al vi,ok,107084,107084
phrase,249,0094_estis_plezuro_por_mi_tion_fari,Estis plezuro por mi tion fari,ok,136124,136124
phrase,250,0095_mi_neniam_forgesos_kion_vi_faris_por_mi,"Mi neniam forgesos, kion vi faris por mi",ok,186044,186044
phrase,251,0096_vi_farus_la_samon_por_mi,Vi farus la samon por mi,ok,109964,109964
phrase,252,0097_tio_vere_ne_estas_necesa,Tio vere ne estas necesa,ok,124124,124124
phrase,253,0098_dankon_pro_la_cxarma_vespero,Dankon pro la ĉarma vespero!,ok,121724,121724
phrase,254,0099_mi_bone_amuzigxis_hodiaux_dankon,"Mi bone amuziĝis hodiaŭ, dankon",ok,151004,151004
phrase,255,0100_mi_tre_aprezas_viajn_afablajn_vortojn,Mi tre aprezas viajn afablajn vortojn,ok,160364,160364
phrase,256,0101_mi_vere_ne_scias_kiel_danki_vin_pro_via_subteno,Mi vere ne scias kiel danki vin pro via subteno,ok,194204,194204
phrase,257,0102_mi_sxatus_danki_vin_ankaux_nome_de_mia_edzo,Mi ŝatus danki vin ankaŭ nome de mia edzo,ok,170924,170924
phrase,258,0103_estas_honoro_por_mi_ricevi_cxi_tiun_premion,Estas honoro por mi ricevi ĉi tiun premion,ok,187724,187724
phrase,259,0104_pardonu_min,Pardonu min,ok,62684,62684
phrase,260,0105_cxio_estas_en_ordo,Ĉio estas en ordo,ok,88124,88124
phrase,261,0106_pardonu,Pardonu!,ok,52364,52364
phrase,262,0107_neniu_problemo,Neniu problemo,ok,76124,76124
phrase,263,0108_bonvolu_pardoni_min,Bonvolu pardoni min,ok,87884,87884
phrase,264,0109_nenio_grava,Nenio grava!,ok,66284,66284
phrase,265,0110_pardonu_mi_malfruas,"Pardonu, mi malfruas",ok,116924,116924
phrase,266,0111_pardonu_ke_mi_gxenas_vin,"Pardonu, ke mi ĝenas vin",ok,115004,115004
phrase,267,0112_ne_zorgu_mi_petas,"Ne zorgu, mi petas",ok,103484,103484
phrase,268,0113_ne_ofendigxu,Ne ofendiĝu,ok,68924,68924
phrase,269,0114_pardonu_min,Pardonu min,ok,62684,62684
phrase,270,0115_nu_ni_forgesu_pri_tio,"Nu, ni forgesu pri tio",ok,121724,121724
phrase,271,0116_pardonu_pro_la_prokrasto,Pardonu pro la prokrasto,ok,113324,113324
phrase,272,0117_pardonu_mi_ne_havas_tempon,"Pardonu, mi ne havas tempon",ok,142364,142364
phrase,273,0118_pardonu_mi_ne_povas_plu_paroli,"Pardonu, mi ne povas plu paroli",ok,153164,153164
phrase,274,0119_pardonu_nenio_plu_restas,"Pardonu, nenio plu restas",ok,143564,143564
phrase,275,0120_cxu_mi_gxenas_vin,Ĉu mi ĝenas vin?,ok,79004,79004
phrase,276,0121_mi_ne_tion_celis,Mi ne tion celis,ok,88604,88604
phrase,277,0122_tio_estas_mia_kulpo,Tio estas mia kulpo,ok,101324,101324
phrase,278,0123_mi_petas_pardonon,Mi petas pardonon,ok,87644,87644
phrase,279,0124_cxu_mi_povas_gxeni_vin_momenton,Ĉu mi povas ĝeni vin momenton?,ok,132044,132044
phrase,280,0125_pardonu_sed_mi_devas_nun_foriri,"Pardonu, sed mi devas nun foriri",ok,157724,157724
phrase,281,0126_pardonu_mi_hazarde_auxdis_vian_konversacion,"Pardonu, mi hazarde aŭdis vian konversacion",ok,220364,220364
phrase,282,0127_ne_estas_kialo_pardonpeti,Ne estas kialo pardonpeti,ok,126284,126284
phrase,283,0128_mi_scias_ke_vi_estas_cxagrenita,"Mi scias, ke vi estas ĉagrenita",ok,152444,152444
phrase,284,0129_mi_bedauxras_ke_mi_diris_tion,"Mi bedaŭras, ke mi diris tion",ok,133724,133724
phrase,285,0130_mi_agis_senzorge,Mi agis senzorge,ok,84524,84524
phrase,286,0131_mi_timas_ke_mi_ne_povas_resti_plu_longe,"Mi timas, ke mi ne povas resti plu longe",ok,181004,181004
phrase,287,0132_pardonu_sed_gxi_estas_la_lasta,"Pardonu, sed ĝi estas la lasta",ok,155804,155804
phrase,288,0133_pardonu_ke_mi_devigis_vin_atendi,"Pardonu, ke mi devigis vin atendi",ok,153404,153404
phrase,289,0134_venontfoje_mi_faros_cxion_gxuste,Venontfoje mi faros ĉion ĝuste,ok,149564,149564
phrase,290,0135_rigardu,Rigardu!,ok,49004,49004
phrase,291,0136_ni_iru,Ni iru!,ok,41564,41564
phrase,292,0137_rapidu,Rapidu!,ok,45884,45884
phrase,293,0138_cxesu,Ĉesu!,ok,44204,44204
phrase,294,0139_nu,Nu!,ok,25724,25724
phrase,295,0140_rigardu_dekstren,Rigardu dekstren,ok,83324,83324
phrase,296,0141_rigardu_maldekstren,Rigardu maldekstren,ok,96764,96764
phrase,297,0142_atentu,Atentu!,ok,48764,48764
phrase,298,0143_bonvolu_sidigxi,Bonvolu sidiĝi,ok,81404,81404
phrase,299,0144_ne_forgesu,Ne forgesu!,ok,64844,64844
phrase,300,0145_silentu,Silentu!,ok,52124,52124
phrase,301,0146_trankviligxu,Trankviliĝu!,ok,73484,73484
phrase,302,0147_kuragxu,Kuraĝu!,ok,49484,49484
phrase,303,0148_ne_zorgu_pri_tio,Ne zorgu pri tio!,ok,79964,79964
phrase,304,0149_donu_al_mi_cxi_tiun,Donu al mi ĉi tiun,ok,89564,89564
phrase,305,0150_sciigu_min,Sciigu min,ok,66524,66524
phrase,306,0151_venu_kun_mi,Venu kun mi!,ok,57644,57644
phrase,307,0152_atendu_momenton,Atendu momenton,ok,81404,81404
phrase,308,0153_atentu_la_hundon,Atentu la hundon,ok,83084,83084
phrase,309,0154_ne_pasxu_sur_la_gazonon,Ne paŝu sur la gazonon!,ok,104444,104444
phrase,310,0155_post_vi_sinjoro_smith,"Post vi, sinjoro Smith!",ok,120044,120044
phrase,311,0156_atendu_momenton,Atendu momenton,ok,81404,81404
phrase,312,0157_ne_rapidu,Ne rapidu,ok,54524,54524
phrase,313,0158_ne_nervozu,Ne nervozu,ok,60524,60524
phrase,314,0159_rigardu_kien_vi_iras,"Rigardu, kien vi iras!",ok,113324,113324
phrase,315,0160_bonvolu_ne_fumi_cxi_tie,Bonvolu ne fumi ĉi tie,ok,100844,100844
phrase,316,0161_bonvolu_vicigxi_cxi_tie,Bonvolu viciĝi ĉi tie,ok,103004,103004
phrase,317,0162_mi_timas_ke_vi_ne_povas_fari_tion,"Mi timas, ke vi ne povas fari tion",ok,160604,160604
phrase,318,0163_atendu_cxi_tie_momenton_mi_petas,"Atendu ĉi tie momenton, mi petas",ok,159164,159164
phrase,319,0164_ne_atentu_tion_kion_li_diris,"Ne atentu tion, kion li diris",ok,146444,146444
phrase,320,0165_mi_timas_ke_mi_ne_povas_lasi_vin_foriri,"Mi timas, ke mi ne povas lasi vin foriri",ok,186284,186284
phrase,321,0166_jes,Jes,ok,36524,36524
phrase,322,0167_ne,Ne,ok,23804,23804
phrase,323,0168_bone,Bone,ok,35564,35564
phrase,324,0169_kio,Kio?,ok,37724,37724
phrase,325,0170_kie,Kie?,ok,36764,36764
phrase,326,0171_kiam,Kiam?,ok,40604,40604
phrase,327,0172_kial,Kial?,ok,39164,39164
phrase,328,0173_kiu,Kiu?,ok,39404,39404
phrase,329,0174_kiel,Kiel?,ok,39404,39404
phrase,330,0175_kiom,Kiom?,ok,39164,39164
phrase,331,0176_kiom_ofte,Kiom ofte?,ok,62684,62684
phrase,332,0177_kiom_longe,Kiom longe?,ok,61004,61004
phrase,333,0178_kiom_malproksime,Kiom malproksime?,ok,89324,89324
phrase,334,0179_bonvolu,Bonvolu,ok,49484,49484
phrase,335,0180_kompreneble,Kompreneble,ok,64364,64364
phrase,336,0181_eble,Eble,ok,31964,31964
phrase,337,0182_cxu_vere,Ĉu vere?,ok,49004,49004
phrase,338,0183_jes_vere,"Jes, vere",ok,57404,57404
phrase,339,0184_kio_estas_cxi_tio,Kio estas ĉi tio?,ok,89324,89324
phrase,340,0185_mi_ne_scias,Mi ne scias,ok,72524,72524
phrase,341,0186_mi_scias,Mi scias,ok,63884,63884
phrase,342,0187_cxu_cxio_en_ordo,Ĉu ĉio en ordo?,ok,79244,79244
phrase,343,0188_bone,Bone,ok,35564,35564
phrase,344,0189_jes_certe,"Jes, certe",ok,72524,72524
phrase,345,0190_kial_ne,Kial ne?,ok,49724,49724
phrase,346,0191_ne_malbone,Ne malbone,ok,59084,59084
phrase,347,0192_ankoraux_ne,Ankoraŭ ne,ok,53324,53324
phrase,348,0193_venontfoje,Venontfoje,ok,65084,65084
phrase,349,0194_kio_estas_via_profesio,Kio estas via profesio?,ok,118124,118124
phrase,350,0195_prenu_cxi_tion,Prenu ĉi tion!,ok,73244,73244
phrase,351,0196_jen_cxio,Jen ĉio,ok,49244,49244
phrase,352,0197_ankaux_mi,Ankaŭ mi,ok,42524,42524
phrase,353,0198_bonege,Bonege!,ok,42524,42524
phrase,354,0199_amuze,Amuze!,ok,39404,39404
phrase,355,0200_kiel_bele,Kiel bele!,ok,54284,54284
phrase,356,0201_jes_gxi_tre_placxas_al_mi,"Jes, ĝi tre plaĉas al mi!",ok,112844,112844
phrase,357,0202_jes_estas_bone,"Jes, estas bone",ok,78524,78524
phrase,358,0203_mi_nur_sxercas,Mi nur ŝercas!,ok,80444,80444
phrase,359,0204_ho_tio_estas_bona,Ho! Tio estas bona!,ok,105164,105164
phrase,360,0205_kia_trankviligxo,Kia trankviliĝo!,ok,87884,87884
phrase,361,0206_tia_estas_la_vivo,Tia estas la vivo!,ok,80684,80684
phrase,362,0207_cxu_vi_certas,Ĉu vi certas?,ok,80924,80924
phrase,363,0208_kiel_mi_povas_helpi_vin,Kiel mi povas helpi vin?,ok,109004,109004
phrase,364,0209_cxu_vi_havas_minuton,Ĉu vi havas minuton?,ok,96764,96764
phrase,365,0210_kompreneble_ne,Kompreneble ne,ok,68444,68444
phrase,366,0211_ankaux_mi_ne,Ankaŭ mi ne,ok,52124,52124
phrase,367,0212_kio_okazas_cxi_tie,Kio okazas ĉi tie?,ok,101324,101324
phrase,368,0213_kion_vi_volas_diri,Kion vi volas diri?,ok,89804,89804
phrase,369,0214_cxu_ne,Ĉu ne?,ok,41564,41564
phrase,370,0215_kion_mi_faru,Kion mi faru?,ok,70364,70364
phrase,371,0216_ne_gravas,Ne gravas,ok,61484,61484
phrase,372,0217_ju_pli_frue_des_pli_bone,"Ju pli frue, des pli bone",ok,113084,113084
phrase,373,0218_nu_mi_neniam_auxdis_pri_li,"Nu, mi neniam aŭdis pri li",ok,127724,127724
phrase,374,0219_cxu_mi_povus_havi_vian_atenton,Ĉu mi povus havi vian atenton?,ok,137084,137084
phrase,375,0220_gratulon,Gratulon!,ok,52364,52364
phrase,376,0221_felicxan_naskigxtagon,Feliĉan naskiĝtagon!,ok,103964,103964
phrase,377,0222_felicxajn_festotagojn,Feliĉajn festotagojn!,ok,105404,105404
phrase,378,0223_felicxan_novan_jaron,Feliĉan Novan Jaron!,ok,93164,93164
phrase,379,0224_felicxan_kristnaskon,Feliĉan Kristnaskon!,ok,104204,104204
phrase,380,0225_felicxan_paskon,Feliĉan Paskon!,ok,80924,80924
phrase,381,0226_felicxan_hxanukon,Feliĉan Ĥanukon!,ok,81404,81404
phrase,382,0227_felicxan_datrevenon,Feliĉan datrevenon!,ok,91004,91004
phrase,383,0228_miaj_sinceraj_gratuloj,Miaj sinceraj gratuloj!,ok,107804,107804
phrase,384,0229_bonege_ni_sciis_ke_vi_sukcesos,"Bonege! Ni sciis, ke vi sukcesos!",ok,180044,180044
phrase,385,0230_multajn_felicxajn_jarojn,Multajn feliĉajn jarojn!,ok,108524,108524
phrase,386,0231_felicxan_tagon_de_sankta_valenteno,Feliĉan Tagon de Sankta Valenteno!,ok,153164,153164
phrase,387,0232_felicxan_patrintagon,Feliĉan Patrintagon!,ok,97004,97004
phrase,388,0233_felicxan_divalon,Feliĉan Divalon!,ok,79484,79484
phrase,389,0234_permesu_al_mi_gratuli_vin,Permesu al mi gratuli vin,ok,115964,115964
phrase,390,0235_gratulon_pro_via_diplomigxo,Gratulon pro via diplomiĝo!,ok,120764,120764
phrase,391,0236_gratulon_pro_la_nova_laborposteno,Gratulon pro la nova laborposteno!,ok,154844,154844
phrase,392,0237_gratulon_pro_via_novnaskito,Gratulon pro via novnaskito,ok,131084,131084
phrase,393,0238_felicxan_dankotagon,Feliĉan Dankotagon!,ok,95324,95324
phrase,394,0239_felicxan_ramadanon,Feliĉan Ramadanon!,ok,87644,87644
phrase,395,0240_permesu_al_mi_unue_gratuli_vin,Permesu al mi unue gratuli vin,ok,139004,139004
phrase,396,0241_gratulon_pro_via_akcepto_en_la_universitaton,Gratulon pro via akcepto en la universitaton!,ok,197084,197084
phrase,397,0242_gratulon_pro_la_trapaso_de_viaj_ekzamenoj,Gratulon pro la trapaso de viaj ekzamenoj!,ok,182684,182684
phrase,398,0243_gratulojn_pro_via_magistra_grado,Gratulojn pro via magistra grado!,ok,141164,141164
phrase,399,0244_gratulon_pro_la_trapaso_de_via_stirekzameno,Gratulon pro la trapaso de via stirekzameno!,ok,199004,199004
phrase,400,0245_gratulojn_pro_via_novnaskita_filineto,Gratulojn pro via novnaskita filineto!,ok,172844,172844
phrase,401,0246_mi_certas_ke_vi_estos_mirindaj_gepatroj,"Mi certas, ke vi estos mirindaj gepatroj",ok,183644,183644
phrase,402,0247_ni_gxojas_anonci_la_naskigxon_de_nia_filo,Ni ĝojas anonci la naskiĝon de nia filo,ok,165884,165884
phrase,403,0248_mi_sxatas_la_bengalan,Mi ŝatas la bengalan,ok,100364,100364
phrase,404,0249_mi_parolas_la_rumanan,Mi parolas la rumanan,ok,96284,96284
phrase,405,0250_cxu_sxi_parolas_la_tajan,Ĉu ŝi parolas la tajan?,ok,108284,108284
phrase,406,0251_mi_lernas_la_urduon,Mi lernas la urduon,ok,89324,89324
phrase,407,0252_mi_parolas_du_lingvojn,Mi parolas du lingvojn,ok,96044,96044
phrase,408,0253_mi_ne_parolas_la_hispanan,Mi ne parolas la hispanan,ok,116204,116204
phrase,409,0254_gxi_estas_facila_lingvo,Ĝi estas facila lingvo,ok,105884,105884
phrase,410,0255_mi_lernis_gxin_en_la_lernejo,Mi lernis ĝin en la lernejo,ok,115004,115004
phrase,411,0256_mi_sekvis_kurson,Mi sekvis kurson,ok,87164,87164
phrase,412,0257_mi_mem_lernis_gxin,Mi mem lernis ĝin,ok,79484,79484
phrase,413,0258_kiu_parolas_la_persan,Kiu parolas la persan?,ok,105644,105644
phrase,414,0259_ni_parolu_slovene,Ni parolu slovene,ok,88844,88844
phrase,415,0260_vi_parolas_tre_bone_azerbajgxane,Vi parolas tre bone azerbajĝane,ok,139004,139004
phrase,416,0261_cxu_vi_parolas_la_japanan,Ĉu vi parolas la japanan?,ok,111884,111884
phrase,417,0262_jes_sed_mi_ne_parolas_gxin_tre_bone,"Jes, sed mi ne parolas ĝin tre bone",ok,155084,155084
phrase,418,0263_mi_simple_bezonas_praktiki,Mi simple bezonas praktiki,ok,121724,121724
phrase,419,0264_mi_iom_perdis_la_praktikon,Mi iom perdis la praktikon,ok,118844,118844
phrase,420,0265_mi_povas_komuniki_itale,Mi povas komuniki itale,ok,114284,114284
phrase,421,0266_via_tagaloga_estas_tre_bona,Via tagaloga estas tre bona,ok,127004,127004
phrase,422,0267_mi_provas_lerni_la_malajan,Mi provas lerni la malajan,ok,116444,116444
phrase,423,0268_bonvolu_paroli_latve,Bonvolu paroli latve,ok,98204,98204
phrase,424,0269_mia_denaska_lingvo_estas_la_norvega,Mia denaska lingvo estas la norvega,ok,147884,147884
phrase,425,0270_kiujn_lingvojn_vi_povas_paroli,Kiujn lingvojn vi povas paroli?,ok,139244,139244
phrase,426,0271_mi_parolas_la_francan_la_hispanan_kaj_iomete_la_slovakan,"Mi parolas la francan, la hispanan kaj iomete la slovakan",ok,254684,254684
phrase,427,0272_cxu_iu_cxi_tie_parolas_la_svedan,Ĉu iu ĉi tie parolas la svedan?,ok,134924,134924
phrase,428,0273_mi_parolas_nur_tre_malmulte_la_nederlandan,Mi parolas nur tre malmulte la nederlandan,ok,169244,169244
phrase,429,0274_kie_vi_lernis_la_finnan,Kie vi lernis la finnan?,ok,106364,106364
phrase,430,0275_mi_perfekte_regas_la_araban_lingvon,Mi perfekte regas la araban lingvon,ok,145244,145244
phrase,431,0276_mi_sxatus_praktiki_mian_portugalan,Mi ŝatus praktiki mian portugalan,ok,152924,152924
phrase,432,0277_mi_lernas_la_indonezian_jam_de_unu_monato,Mi lernas la indonezian jam de unu monato,ok,174524,174524
phrase,433,0278_cxu_vi_komprenas,Ĉu vi komprenas?,ok,89324,89324
phrase,434,0279_mi_komprenas,Mi komprenas,ok,74924,74924
phrase,435,0280_mi_ne_komprenas,Mi ne komprenas,ok,85004,85004
phrase,436,0281_provu_diri_tion,Provu diri tion,ok,79484,79484
phrase,437,0282_cxu_vi_komprenas_la_germanan,Ĉu vi komprenas la germanan?,ok,122204,122204
phrase,438,0283_cxu_vi_povus_ripeti_tion,Ĉu vi povus ripeti tion?,ok,111884,111884
phrase,439,0284_cxu_tio_estas_gxusta,Ĉu tio estas ĝusta?,ok,98684,98684
phrase,440,0285_cxu_tio_estas_malgxusta,Ĉu tio estas malĝusta?,ok,110204,110204
phrase,441,0286_kiel_cxi_tio_nomigxas,Kiel ĉi tio nomiĝas?,ok,106604,106604
phrase,442,0287_bonvolu_noti_gxin,Bonvolu noti ĝin,ok,78524,78524
phrase,443,0288_mi_ne_parolas_vian_lingvon,Mi ne parolas vian lingvon,ok,112124,112124
phrase,444,0289_cxu_vi_komprenis_kion_mi_diris,"Ĉu vi komprenis, kion mi diris?",ok,146444,146444
phrase,445,0290_jes_mi_komprenis,"Jes, mi komprenis",ok,95564,95564
phrase,446,0291_pardonu_mi_ne_komprenis,"Pardonu, mi ne komprenis",ok,135404,135404
phrase,447,0292_kion_cxi_tio_signifas,Kion ĉi tio signifas?,ok,115964,115964
phrase,448,0293_mi_havas_nenian_ideon,Mi havas nenian ideon,ok,105164,105164
phrase,449,0294_mi_havas_akcxenton,Mi havas akĉenton,ok,93644,93644
phrase,450,0295_gxi_estas_malfacila_lingvo,Ĝi estas malfacila lingvo,ok,119324,119324
phrase,451,0296_bonvolu_ripeti_mi_petas,"Bonvolu ripeti, mi petas",ok,125564,125564
phrase,452,0297_cxu_vi_povas_paroli_pli_malrapide,Ĉu vi povas paroli pli malrapide?,ok,143084,143084
phrase,453,0298_kiel_oni_prononcas_cxi_tiun_vorton,Kiel oni prononcas ĉi tiun vorton?,ok,150524,150524
phrase,454,0299_cxu_vi_povas_literumi_gxin,Ĉu vi povas literumi ĝin?,ok,114764,114764
phrase,455,0300_mia_korea_estas_suficxe_malbona,Mia korea estas sufiĉe malbona,ok,149324,149324
phrase,456,0301_parolu_kun_mi_en_la_mandarena_cxina_lingvo,Parolu kun mi en la mandarena ĉina lingvo,ok,170684,170684
phrase,457,0302_vi_ne_havas_akcxenton,Vi ne havas akĉenton,ok,103724,103724
phrase,458,0303_pardonu_kion_vi_diris,Pardonu? Kion vi diris?,ok,129884,129884
phrase,459,0304_kion_signifas_tiu_vorto_angle,Kion signifas tiu vorto angle?,ok,141404,141404
phrase,460,0305_kiel_oni_skribas_tion,Kiel oni skribas tion?,ok,105404,105404
phrase,461,0306_kiel_oni_diras_tion_cxehxe,Kiel oni diras tion ĉeĥe?,ok,118844,118844
